,Y (North-South direction),X (East-West direction),Z,Name,Y/N,Correction,IMDATE Visible
,38.987651,126.038803,0,Site,Y,,
,38.985259,125.904794,0,Site,Y,,10/28/2014
,38.98341,125.904342,0,Site,Y,,10/26/2006
,38.977866,126.031644,0,Site,Y,,
,38.984094,125.877185,0,Site,Y,,
,39.042746,125.945676,0,Site,Y,,4/1/2023
,39.027936,125.907987,0,Site,Y,,
,39.012407,125.920491,0,Site,Y,,
,38.995424,126.040011,0,Site,Y,,
,38.991503,125.908026,0,Site,Y,,
,39.005477,125.894474,0,Site,Y,,
,38.987936,125.886202,0,Site,Y,,
,38.98095,125.889454,0,Site,Y,,
,38.97576,125.88714,0,Site,Y,,
,38.9722,125.900614,0,Site,Y,,
,38.977078,126.04159,0,Site,Y,,
,38.96441,125.8791,0,Site,Y,,
,39.017359,125.920659,0,Site,Y,,
,39.021178,125.917374,0,Site,Y,,
,39.019869,125.882418,0,Site,Y,,
,39.022028,125.900925,0,Site,Y,,
,39.039773,125.910416,0,Site,Y,,
,39.082426,125.893742,0,Site,Y,,
,39.079583,125.921544,0,Site,Y,,
,39.08917,125.888855,0,Site,Y,,
,39.095388,125.892605,0,Site,Y,,
,39.118192,125.865639,0,Site,Y,,
,39.106966,125.94907,0,Site,Y,,
,39.107207,125.956475,0,Site,Y,,
,38.969445,125.603027,0,Site,Y,,
,39.077372,125.62205,0,Site,Y,,
,39.056358,125.622596,0,Site,Y,,
,39.041303,125.684626,0,Site,Y,,
,39.067784,125.619634,0,Site,Y,,
,39.110554,125.658919,0,Site,Y,,
,39.063817,125.652356,0,Site,Y,,
,39.052618,125.630202,0,Site,Y,,4/22/2017
,39.001888,125.676712,0,Site,Y,,
,39.103698,125.680565,0,Site,Y,,
,39.078543,125.634666,0,Site,Y,,
,39.08306,125.6621,0,Site,Y,,3/26/2009
,39.06759,125.633167,0,Site,Y,,3/15/2011
,39.053593,125.59147,0,Site,Y,,
,39.071068,125.652054,0,Site,Y,,
,39.104014,125.624684,0,Site,Y,,
,39.0607,125.600625,0,Site,Y,,
,39.062026,125.590756,0,Site,Y,,
,39.042534,125.597825,0,Site,Y,,
,39.047487,125.604343,0,Site,Y,,
,38.976497,125.579742,0,Site,Y,,
,39.038511,125.578475,0,Site,Y,,
,39.030793,125.585381,0,Site,Y,,
,39.032798,125.575536,0,Site,Y,,
,39.026029,125.575523,0,Site,Y,,
,39.089877,125.672183,0,Site,Y,,
,38.975808,125.690183,0,Site,Y,,
,39.009399,125.612619,0,Site,Y?,,
,38.97721,125.598665,0,Site,Y,,
,38.965623,125.67219,0,Site,Y,,
,38.95969,125.679565,0,Site,Y,,
,38.941696,125.622224,0,Site,Y,,
,38.943177,125.679153,0,Site,Y,,
,38.941371,125.674236,0,Site,Y,,
,38.944099,125.660133,0,Site,Y,,
,38.940934,125.663558,0,Site,Y,,
,38.943915,125.632906,0,Site,Y,,
,38.96574,125.609153,0,Site,Y,,
,38.953232,125.601485,0,Site,Y,,
,38.958518,125.61727,0,Site,Y,,
,38.95054,125.609009,0,Site,Y,,
,39.016515,125.576921,0,Site,Y,,
,39.011256,125.570719,0,Site,Y,,
,39.019002,125.58768,0,Site,Y,,
,39.011098,125.583674,0,Site,Y,,
,39.098383,125.627508,0,Site,Y,,
,39.07703,125.617129,0,Site,Y,,
,39.09117,125.619607,0,Site,Y,,
,39.09222,125.6099,0,Site,Y,,
,38.977078,125.630283,0,Site,Y,,
,38.979884,125.624109,0,Site,Y,,
,39.014368,125.697297,0,Site,Y,,11/12/2006
,38.884077,125.875278,0,Site,Y,,
,38.909698,125.853844,0,Site,Y,,
,38.922824,125.8436,0,Site,Y,,
,38.904265,125.801641,0,Site,Y,,
,38.902729,125.792191,0,Site,Y,,
,38.898768,125.786828,0,Site,Y,,
,38.904594,125.779809,0,Site,Y,,
,38.914336,125.772966,0,Site,Y,,
,38.91795,125.75628,0,Site ,Y,SAM/S2S,
,38.896192,125.733759,0,Site,Y,,
,38.954942,125.727371,0,Site,Y,,
,38.955487,125.713888,0,Site,Y,,5/11/2001
,38.91146,125.683094,0,Site,Y,,
,38.925207,125.6814,0,Site,Y,,
,38.913258,125.673499,0,Site,Y,,
,38.917487,125.677591,0,Site,Y,,
,38.924134,125.66704,0,Site,Y,,
,38.937221,125.628335,0,Site ,Y,SAM/S2S,
,38.931016,125.623753,0,Site,Y,,
,38.931119,125.621718,0,Site,Y,,
,38.935339,125.610895,0,Site,Y,,
,39.157342,125.85174,0,Site,Y,,4/5/2012
,39.175146,125.77093,0,Site,N,,
,39.133767,125.724467,0,Site,Y,,4/16/2023
,39.13456,125.77404,0,Site ,Y,SAM/S2S,
,39.146913,125.686485,0,Site,Y,,
,39.1664,125.710019,0,Site,Y,,
,39.173054,125.739136,0,Site,Y,,
,39.124119,125.746971,0,Site,Y,,
,39.139114,125.789028,0,Site,Y,,
,39.168434,125.745278,0,Site,Y,,
,39.193785,125.741894,0,Site,Y,,
,39.181869,125.728378,0,Site,Y,,
,39.101477,125.780692,0,Site,Y,,
,39.169512,125.822173,0,Site,Y,,
,39.13232,125.797467,0,Site,Y,,
,39.148389,125.821714,0,Site,Y,,
,39.178184,125.823889,0,Site,Y,,12/26/2006
,39.193588,125.804673,0,Site,?,,
,39.189148,125.724859,0,Site,Y,,
,39.18617,125.806967,0,Site,Y?,,3/29/2010
,39.151617,125.658426,0,Site,Y,,
,39.184345,125.810591,0,Site,Y,,
,39.222287,125.659308,0,Site,Y,,
,39.212589,125.685253,0,Site,Y,,
,39.20008,125.752463,0,Site,N,,
,39.125097,125.690645,0,Site,Y,,
,39.21886,125.73826,0,Site,Y,Lpad/SAM/S2S,
,39.169515,125.672034,0,Site,Y,,
,39.186447,125.667512,0,Site,Y,,
,39.17236,125.686921,0,Site,Y,,
,39.175763,125.693867,0,Site,Y,,
,39.16892,125.706138,0,Site,Y,,
,39.111821,125.768508,0,Site,Y,,3/21/2020
,39.075363,125.776408,0,Site,Y,,
,38.942828,125.763732,0,Site,Y,,
,39.099785,125.745541,0,Site,Y,,
,39.051334,125.793071,0,Site,Y,,
,39.089799,125.804082,0,Site,Y,,
,39.026855,125.693623,0,Site,Y,,3/15/2011
,39.07421,125.772801,0,Site,Y,,
,39.071507,125.761673,0,Site,Y,,
,39.079859,125.742563,0,Site,Y,,
,38.904514,125.773573,0,Site,Y,,
,39.150484,125.667072,0,Site,Y,,
,39.132369,125.758913,0,Site,Y,,4/17/2009
,39.160671,125.822547,0,Site,Y,,4/1/2023
,39.161052,125.824653,0,Site,Y,,
,39.127397,125.790584,0,Site,Y,,11/16/2020
,39.165238,125.703798,0,Site,Y,,
,39.091031,125.796302,0,Site,Y,,
,39.100989,125.849003,0,Site,Y,,
,39.215109,125.893753,0,Site,?,,
,39.112783,125.839174,0,Site,Y,,
,39.218292,125.872131,0,Site,Y,,
,39.227735,125.883604,0,Site,Y,,
,39.228842,125.874772,0,Site,Y,,
,39.206371,125.871462,0,Site,Y,,
,39.100272,125.783802,0,Site,N,,
,39.093081,125.821702,0,Site,Y,,12/20/2009
,39.221337,125.873219,0,Site,Y,,
,39.075212,125.968338,0,Site,Y,,
,38.882038,125.856574,0,Site,Y,,
,39.300865,126.02309,0,Site,Y,,11/10/2020
,39.317657,125.60552,0,Site,?,,
,39.35258,125.766555,0,Site,?,,
,39.12524,126.003477,0,Site,Y,,
,39.68385,125.862608,0,Site,Y,,
,39.685033,125.865275,0,Site,Y,,
,39.726488,125.754284,0,Site,Y,,
,39.779178,125.775063,0,Site,Y,,3/2/2003
,39.771953,125.771925,0,Site,Y,,
,39.802679,125.70662,0,Site,?,,
,39.795973,125.736113,0,Site,Y,,
,39.830364,125.786373,0,Site,Y,,3/2/2003
,39.824862,125.773585,0,Site,Y,,
,39.714249,125.886262,0,Site,Y,,
,39.754482,125.828981,0,Site,N,,
,39.811528,125.681496,0,Site,Y,,
,39.771608,125.706898,0,Site,Y,,
,39.7298,125.707985,0,Site,Y,,
,39.758804,125.690898,0,Site,Y,,
,39.735456,125.77316,0,Site,Y,,
,39.762558,125.800695,0,Site,Y,,
,39.793354,125.830589,0,Site,Y,,
,39.810405,125.809693,0,Site,Y,,
,39.830568,125.734809,0,Site,Y,,
,39.833548,125.720448,0,Site,Y,,
,39.763091,125.755159,0,Site,Y,,
,39.742322,125.836444,0,Site,Y,,
,39.754981,125.816167,0,Site,Y,,
,39.743706,125.806674,0,Site,Y,,
,39.738956,125.801223,0,Site,Y,,
,39.749442,125.789203,0,Site,Y,,
,39.746476,125.75256,0,Site,Y,,
,39.773235,125.597886,0,Site,N,,
,39.733276,125.718698,0,Site,Y,,
,39.736587,125.703555,0,Site,Y,,
,39.741853,125.719435,0,Site,Y,,
,39.748514,125.708218,0,Site,Y,,
,39.788403,125.688193,0,Site,Y,,
,39.790481,125.6884,0,Site,Y,,
,39.791695,125.679554,0,Site,Y,,
,39.707924,125.729354,0,Site,Y,,
,39.728648,125.872964,0,Site,Y,,
,39.717029,125.899028,0,Site,Y,,
,39.802003,125.744263,0,Site,Y,,
,39.709228,125.607856,0,Site,Y,,
,39.708112,125.595426,0,Site,?,,
,39.717841,125.588841,0,Site,Y,,
,39.783635,125.672293,0,Site,Y,,
,39.805057,125.67055,0,Site,Y,,2/18/2007
,39.799907,125.681515,0,Site,Y,,
,39.726388,125.73883,0,Site,Y,,
,39.820776,125.705336,0,Site,Y,,
,39.743588,125.699175,0,Site,Y,,
,39.703293,125.726289,0,Site,?,,
,39.704317,125.672811,0,Site,Y,,
,39.721988,125.730379,0,Site,Y,,12/13/2013
,39.751564,125.918395,0,Site,Y,,
,40.031817,128.223227,0,Site,Y,SAM,
,38.034858,125.710652,0,Site,Y,,
,38.034528,125.712903,0,Site,Y,,
,39.30803,125.665617,0,Site,Y,,
,39.953099,125.527478,0,Site,Y,,
,39.945521,125.509012,0,Site,Y,,5/4/2004
,39.949475,125.509344,0,Site,Y,,
,39.906319,125.483153,0,Site,Y,,
,39.911595,125.484475,0,Site,Y,,
,39.9103,125.481492,0,Site,Y,,
,39.89263,125.54757,0,Site,Y,,
,39.88109,125.541874,0,Site,?,,
,39.634591,125.302964,0,Site,Y,,
,39.631277,125.293308,0,Site,Y,,
,39.697854,125.293041,0,Site,Y,,2/14/2019
,38.730286,125.404031,0,Site,Y,,
,38.39367,125.62632,0,Site,Y/N,No clear Image,
,38.729409,125.389372,0,Site,Y,,11/8/2023
,38.88207,125.233819,0,Site,Y,,
,38.878573,125.235855,0,Site,Y,,
,38.942701,125.207504,0,Site,Y,,3/2/2002
,38.904511,125.207796,0,Site,Y,,
,38.900362,125.224481,0,Site,Y,,
,38.789887,125.157448,0,Site,Y,,5/13/2015
,38.723145,125.399151,0,Site,Y,,
,38.722221,125.386357,0,Site,Y,,
,38.719374,125.252503,0,Site,Y,,
,38.784301,125.385197,0,Site,Y,,
,38.785476,125.382327,0,Site,Y,,
,38.733389,125.235211,0,Site,Y,,
,38.728148,125.8428,0,Site,Y,,10/9/2004
,38.750049,125.477912,0,Site,Y,,
,38.743991,125.411792,0,Site,Y,,
,38.728593,125.347374,0,Site,Y,,
,38.626775,125.703689,0,Site,Y,,
,38.659632,125.735349,0,Site,Y,,
,38.802323,125.466343,0,Site,Y,,
,38.739255,125.367359,0,Site,Y,,
,38.910741,125.238124,0,Site,Y,,
,38.722255,125.377985,0,Site,Y,,
,38.743857,125.380846,0,Site,Y,,
,38.725664,125.840412,0,Site,Y,,
,38.797786,125.769979,0,Site,Y,,
,38.793833,125.796723,0,Site,Y,,
,39.149666,126.072733,0,Site,Y,,
,39.145461,126.105326,0,Site,Y,,
,39.225122,125.584421,0,Site,Y,,
,39.331993,125.790783,0,Site,Y,,10/30/2005
,39.491219,125.998709,0,Site,Y,,
,37.9054,126.402169,0,Site,Y,,
,38.357063,125.730962,0,Site,Y,,
,40.054922,125.217779,0,Site,Y,,
,39.317595,127.338539,0,Site,Y,,
,42.243774,130.284017,0,Site,Y,,
,38.79347,126.057847,0,Site,Y,,1/8/2007
,41.380288,128.157421,0,Site,Y,,
,38.463814,124.989944,0,Site,Y,,
,38.249914,125.101206,0,Site,Y,,
,37.875359,125.1888,0,Site,?,,
,38.315893,125.939954,0,Site,Y,,6/26/2002
,38.112796,125.979407,0,Site,Y,,
,37.902706,126.158665,0,Site,Y,,11/28/2020
,37.875821,126.314271,0,Site,Y,,
,37.878376,126.324414,0,Site,Y,,
,37.896241,126.33301,0,Site,Y,,
,37.924661,126.316446,0,Site,Y,,7/16/2009
,37.925608,126.333335,0,Site,Y,,
,37.963923,126.326446,0,Site,Y,,
,37.913343,126.417939,0,Site,Y,,
,37.855284,126.440358,0,Site,Y,,
,37.893897,126.448406,0,Site,Y,,
,37.9245,126.446403,0,Site,Y,,
,41.72487,129.74862,0,Site,Y,,
,41.844127,129.74034,0,Site,Y,,10/20/2022
,41.828952,129.730616,0,Site,Y,,
,38.381353,127.392487,0,Site,Y,,
,38.359723,127.390072,0,Site,Y,,1/3/2021
,41.79382,129.727725,0,Site,Y,,
,38.992061,127.621809,0,Site,Y,,
,41.766586,129.737194,0,Site,Y,,
,41.831046,129.729892,0,Site,Y,,
,38.009317,126.520833,0,Site,Y,,12/15/2020
,41.732349,129.735026,0,Site,Y,,
,41.778212,129.746624,0,Site,Y,,
,41.793501,129.761517,0,Site,Y,,
,41.784501,129.773019,0,Site,Y,,
,41.833593,129.761356,0,Site,Y,,
,41.842637,129.743241,0,Site,Y,,
,41.793824,129.862442,0,Site,Y,,
,41.904004,129.895262,0,Site,Y,,
,42.328301,130.37936,0,Site,Y,,
,39.830776,127.61457,0,Site,?,,
,39.832404,127.604644,0,Site,Y,,
,39.839427,127.608444,0,Site,Y,,
,39.864903,127.58858,0,Site,Y,,
,39.966234,127.43022,0,Site,Y,,
,40.009674,127.612213,0,Site,Y,,3/8/2007
,39.992432,127.59446,0,Site,Y,,
,39.922578,127.591547,0,Site,Y?,,
,39.945663,127.554533,0,Site,Y,,
,39.929992,127.524892,0,Site,Y,,
,41.006274,126.62546,0,Site,Y,,
,40.985849,126.623996,0,Site,Y,,
,40.966181,126.578247,0,Site,Y,,
,40.947802,126.584001,0,Site,Y,,
,40.270472,125.154558,0,Site,Y,,
,40.464169,124.984636,0,Site,Y,,
,40.460256,124.978639,0,Site,Y,,
,40.450453,124.972142,0,Site,Y,,
,40.450966,124.944883,0,Site,Y,,5/21/2022
,40.438188,124.948937,0,Site,Y,,
,40.448963,124.887612,0,Site,Y,,
,40.419275,124.957411,0,Site,Y,,
,40.422119,124.980024,0,Site,Y,,
,40.385559,124.987539,0,Site,Y,,
,40.064212,125.22652,0,Site,Y,,3/15/2004
,39.611997,125.636553,0,Site,Y,,
,39.610708,125.636053,0,Site,Y,,
,39.613408,125.605537,0,Site,Y,,
,39.604937,125.522312,0,Site,Y,,
,39.653206,125.563323,0,Site,Y,,
,39.652371,125.603734,0,Site,Y,,
,39.653807,125.652915,0,Site,Y,,
,39.615154,125.677324,0,Site,Y,,
,39.637644,125.708731,0,Site,Y,,
,39.655026,125.71471,0,Site,Y,,
,39.677001,125.72369,0,Site,Y,,
,39.68311,125.716809,0,Site,Y,,
,38.711341,125.643111,0,Site,Y,,
,38.703751,125.630056,0,Site,Y,,
,38.715293,125.6232,0,Site,Y,,
,38.727347,125.611155,0,Site,Y,,
,38.732588,125.638765,0,Site,Y,,
,38.742905,125.646214,0,Site,Y,,
,38.738778,125.633901,0,Site,Y,,
,38.751284,125.614321,0,Site,Y,,
,38.754958,125.600603,0,Site,Y,,
,38.772489,125.612556,0,Site,Y,,
,38.77802,125.59601,0,Site,Y,,
,38.795785,125.648331,0,Site,Y,,
,38.762407,125.852447,0,Site,Y,,
,38.798692,125.781914,0,Site,Y,,11/25/2021
,38.817276,125.767541,0,Site,Y,,
,39.281218,125.613548,0,Site,Y,,11/22/2019
,38.173596,125.990426,0,Site,Y,,
,38.322703,126.394565,0,Site,?,,
,38.022954,125.736361,0,Site,Y,,
,38.038031,125.744797,0,Site,Y,,
,39.801383,127.560555,0,Site,Y,,4/5/2003
,39.748214,127.567259,0,Site,Y,,4/5/2003
,39.892344,127.349753,0,Site,Y,,
,39.933011,127.432,0,Site,Y,,
,39.913491,127.864783,0,Site,Y,,
,38.825445,125.543935,0,Site,Y,,
,39.694241,125.614523,0,Site,Y,,
,39.276408,125.897503,0,Site,Y,,3/7/2004
,38.027417,126.748382,0,Site,Y,,
,38.395722,127.630279,0,Site,Y,,
,38.43457,127.234136,0,Site,Y,,11/3/2020
,38.35903,127.159239,0,Site,Y,,
,37.973736,126.588503,0,Site,Y,,
,37.97909,126.591978,0,Site,Y,,
,38.212421,126.463773,0,Site,Y,,11/30/2017
,39.295426,125.954635,0,Site,Y,,
,39.152866,127.439081,0,Site,Y,,
,38.415631,125.297868,0,Site,Y,,
,38.497594,125.260096,0,Site,Y,,
,38.027807,125.718574,0,Site,Y,,
,40.858697,129.467858,0,Site,Y,,
,39.341618,125.514111,0,Site,Y,,
,39.244221,125.523746,0,Site,Y,,
,39.192103,125.506704,0,Site,Y,,
,39.158146,125.515561,0,Site,Y,,
,39.124151,125.521755,0,Site,Y,,
,39.121002,125.520993,0,Site,Y,,
,38.37886,127.528515,0,Site,Y,,
,38.377811,127.527521,0,Site,Y,,
,38.372504,127.628425,0,Site,Y,,
,38.348329,127.642176,0,Site,Y?,,
,38.363221,127.675706,0,Site,Y,,11/15/2021
,40.188164,126.178057,0,Site,Y,,
,39.667126,125.602932,0,Site,Y,,
,39.697612,125.873665,0,Site,Y,,
,39.827682,127.554357,0,Site,Y,,
,39.924588,127.879177,0,Site,Y,,3/18/2008
,41.401957,128.20149,0,Site,Y,,
,38.696619,125.37354,0,Site,Y,,
,38.482029,125.980709,0,Site,Y,,12/18/2006
,38.478947,125.994309,0,Site,Y,,
,38.479803,126.002399,0,Site,Y,,2/18/2017
,38.638474,125.795101,0,Site,Y,,
,39.870993,124.613403,0,Site,Y,,
,41.390694,128.36071,0,Site,Y,,
,38.600634,126.728356,0,Site,Y,,
,38.488812,126.851931,0,Site,Y,,
,39.846369,126.387317,0,Site,Y,,
,37.956221,126.549268,0,Site,Y,,
,39.645594,125.767639,0,Site,Y,,12/10/2002
,39.846977,127.526338,0,Site,Y,,
,37.968523,126.567717,0,Site,Y,,
,39.326171,125.669802,0,Site,Y,,
,41.162987,126.292623,0,Site,Y,,10/2019
,41.14776,126.263936,0,Site,N,,
,41.142995,126.240513,0,Site,Y,,11/2018
,41.132144,126.263392,0,Site,Y?,,
,41.137542,126.261931,0,Site,Y,,
,41.145613,126.284554,0,Site,Y,,
,41.146438,126.280642,0,Site,Y,,
,41.187238,126.293525,0,Site,N,,
,41.188727,126.378078,0,AAA+SAM,Y,,
,41.188727,126.378078,0,Site,Y,,
,38.95953,125.442968,0,Site,Y,,
,38.983458,125.228947,0,Site,Y?,,1/2004
,38.537578,124.816807,0,Site,Y,,12/2008
,38.592279,124.962064,0,Site,N,,
,38.585528,124.985907,0,Site,Y,,7/2015
,38.581003,124.987392,0,Site,N,,
,38.005136,125.706117,0,Site,Y,,3/2011
,40.064923,124.552693,0,Site,Y,,
,39.87868,124.677851,0,Site,Y,,
,39.928524,124.354968,0,Site,Y,,
,39.788951,126.261066,0,SAM,Y,,
,39.16215,126.029309,0,Site,Y,,
,39.587954,126.290025,0,Site,Y,,8/2022
,39.101084,125.487394,0,Site,Y,,
,39.134052,126.045116,0,Site,Y,,
,38.685503,126.58765,0,Site,Y,SAM,
,39.55248,126.306705,0,Site,Y,,
,39.586002,126.322382,0,Site,Y,,
,39.554509,125.888882,0,Site,Y,,
,39.546971,125.894831,0,Site,Y,,3/2004
,39.534147,125.900953,0,Site,Y,,4/2022
,39.684636,125.617307,0,Site,Y,,
,40.054412,124.449115,0,Site,Y,,
,39.965226,124.64042,0,Site,Y,,
,38.712357,126.590853,0,Site,Y?,,
,39.856671,124.698459,0,Site,Y,,
,39.861986,124.710972,0,Site,Y,,
,39.829867,124.836415,0,Site,Y,,
,38.239475,126.101096,0,Site,Y,,
,38.232929,126.133781,0,Site,Y,,1/2007
,38.471057,126.066433,0,Site,Y,,3/2011
,38.378067,125.95307,0,Site,Y,,12/2006
,37.993736,126.175331,0,Site,Y,,
,39.192909,126.161665,0,Site,Y?,SAM,10/2013
,39.12641,126.051131,0,Site,Y,,
,39.114505,126.059461,0,Site,Y,,
,39.134062,126.045111,0,Site,Y,,
,39.097955,126.111048,0,Site,Y,,11/2005
,40.510818,126.450958,0,Site,Y,,
,39.776786,126.335878,0,Site,Y,,
,42.420806,129.737762,0,Site,Y,,4/2002
,39.365612,127.454812,0,Site,Y,,
,39.30091,127.39919,0,Site,Y,,10/2009
,39.138681,127.411272,0,Site,Y,,
,39.147012,127.400648,0,Site,Y,,
,39.146597,127.478641,0,Site,Y,,
,39.151463,127.432615,0,Site,Y,,
,38.64694,127.376777,0,Site,Y,,
,41.344541,128.258698,0,Site,Y,,5/2011
,39.99948,124.575803,0,Site,Y,SAM,9/2022
,39.742594,125.103106,0,Site,Y,,5/2022
,39.516833,125.647245,0,Site,N,,
,39.258378,126.009544,0,Site,Y,,
,39.128211,126.074802,0,Site,N,,
,39.142676,126.136167,0,Site,Y,,4/2019
,39.192507,126.192588,0,Site,Y,,
,39.268497,126.1069,0,Site,Y,SAM,4/2015
,39.778791,126.348049,0,Site,Y,,5/2022
,39.77691,126.348421,0,Site,Y?,,9/2011
,39.230424,126.134323,0,Site,Y,,
,39.574598,126.2938,0,Site,Y,,
,39.347316,125.934848,0,Site,Y,,
,39.417635,125.929283,0,Site,Y,,
,39.417498,125.961603,0,Site,Y,,
,39.287913,125.972616,0,Site,Y,,
,39.770757,126.278765,0,Site,Y,,5/2017
,39.303055,125.966502,0,Site,Y,SAM,
,39.651911,125.769587,0,Site,Y,SAM,4/2017
,39.7815,126.290234,0,Site,Y,,
,39.418604,125.627012,0,Site,N,,
,37.966941,126.567631,0,Site,Y,,
,37.966505,126.573968,0,Site,Y,,
,38.054251,126.454457,0,Site,N,,
,37.976012,126.58457,0,Site,Y,SAM + AAA ,
,38.38515,126.437442,0,Site,N,,
,38.092455,126.38057,0,Site,Y,,
,38.054501,125.683807,0,Site,Y,,
,38.053655,125.687066,0,Site,Y,,11/2015
,38.060276,125.691961,0,Site,Y,,10/2020
,38.068348,125.788692,0,Site,Y,,2/2018
,38.241278,126.125937,0,Site,Y,,
,38.351169,126.827012,0,Site,Y,SAM,2/2018
,38.170137,126.70317,0,Site,Y,SAM,
,38.415883,127.305199,0,Site,Y,,
,38.59244,127.283704,0,Site,Y,,9/2016
,38.83477,127.481155,0,Site,Y,,
,38.845677,127.450754,0,Site,Y,,
,38.152086,126.682174,0,Site,Y,SAM+AAA,
,38.636297,126.707414,0,Site,Y,,
,38.64834,126.715988,0,Site,N,,
,40.608109,126.486501,0,Site,Y,,
,40.632778,126.428237,0,Site,Y,,9/2022
,40.604452,126.429985,0,Site,Y,SAM,8/2022
,40.600454,126.432577,0,Site,Y,,10/2021
,38.482807,127.291128,0,Site,Y,,4/2017
,38.868856,127.896551,0,Site,N,,
,38.813018,128.121481,0,Site,Y,,
,38.64773,125.777139,0,Site,Y,,
,40.143539,124.503011,0,Site,Y,,
,40.077869,124.563774,0,Site,Y,SAM,
,39.913023,124.609095,0,Site,Y,,
,39.30573,125.644294,0,Site,Y,,
,39.305154,125.615292,0,Site,Y,,
,39.272117,125.568503,0,Site,Y,,
,38.501785,127.250256,0,Site,Y,SAM,10/2015
,38.648001,126.605579,0,Site,N,,
,39.914527,125.410199,0,Site,Y,,
,39.637418,125.306646,0,Site,N,,
,39.335876,125.929522,0,Site,N,,
,38.10477,126.800482,0,Site,Y,,
,38.207539,126.959667,0,Site,N,,
,37.84541,126.275063,0,Site,Y,,
,40.088331,124.447519,0,Site,Y,,
,40.053167,124.418006,0,Site,N,,
,39.415619,125.88615,0,Site,Y ?,Landing Strip,
,39.578908,125.644806,0,Site,Y,,
,39.298,125.695343,0,Site,Y,,
,39.913349,126.366104,0,Site,Y,,2/2004
,38.679549,125.769363,0,Site,Y,,
,38.656191,125.731724,0,Site,N,,
,38.065249,125.783161,0,Site,Y,,2/2018
,39.766008,126.292436,0,Site,Y,,
,39.750649,126.294231,0,Site,Y,,5/2022
,39.599365,126.324061,0,Site,Y,,
,39.177566,126.154404,0,Site,Y,,
,38.178159,126.845357,0,Site,Y,,
,38.075852,126.725909,0,Site,Y,,1/2022
,39.580571,126.319257,0,Site,Y,,12/2022
,38.665913,125.749392,0,Site,Y,,
,39.559472,125.84928,0,Site,Y,,
,38.732141,125.245142,0,Site,Y,,
,38.668228,125.176523,0,Site,Y,,
,38.050818,125.650869,0,Site,Y,,
,38.043361,125.681556,0,Site,Y,,
,38.199975,125.796333,0,Site,Y,,
,38.192765,125.761756,0,Site,Y,,
,38.043218,125.770191,0,Site,Y,,
,39.332644,125.692569,0,Site,Y,,
,39.285899,125.690379,0,Site,Y,,
,39.090083,127.472924,0,Site,Y ?,,
,38.408041,127.28242,0,Site,N,,
,38.407188,127.280007,0,Site,Y,,7/2022
,38.465287,127.270364,0,Site,N,,
,38.467653,127.265929,0,Site,Y,SAM,11/2020
,40.667616,126.448857,0,Site,Y,,
,39.867075,127.758784,0,Site,N,,
,39.882798,127.779437,0,Site,Y,,2/2019
,39.881586,127.768568,0,Site,Y,,2/2022
,39.879295,127.768112,0,Site,Y,,
,40.038399,128.193032,0,Site,Y,,
,40.162561,128.420836,0,Site,Y,,10/2020
,40.174493,128.544929,0,Site,Y,,10/2018
,41.516291,128.294144,0,Site,Y,,3/2003
,42.537461,130.339119,0,Site,Y,,
,42.533285,130.345041,0,Site,N,,
,42.52475,130.354918,0,Site,Y,Mobile Missile Launch Pad,
,42.572577,130.340311,0,Site,N,,
,38.027907,125.725726,0,Site,Y,,
,38.033329,125.699103,0,Site,Y,,
,41.157367,129.318083,0,Site,N,,
,38.341213,126.373773,0,Site,N,,
,38.328058,126.340081,0,Site,N,,
,39.285048,125.64191,0,Site,Y,,
,39.269777,125.880627,0,Site,N,,
,39.12759,127.473519,0,Site,Y,,
,38.57642,125.006058,0,Site,N,,
,38.571396,125.01757,0,Site,Y,,5/2018
,38.377196,125.620025,0,Site,N,,
,38.37781,125.66566,0,Site,Y,SAM,
,38.139086,126.89187,0,Site,Y,,4/2013
,38.155104,126.709946,0,Site,Y,,
,38.355154,126.822637,0,Site,Y,,1/2022
,38.829685,128.063404,0,Site,Y,SAM,
,38.632577,128.331572,0,Site,Y ?,,
,38.342051,127.200686,0,Site,Y,,
,39.167583,127.428029,0,Site,N,,
,39.16748,127.416915,0,Site,Y,,
,39.901509,127.795642,0,Site,Y,SAM + AAA,
,39.885419,127.807349,0,Site,Y,,
,39.997212,128.223616,0,Site,,,
,39.995033,128.222906,0,Site,,,
,39.988074,128.171875,0,Site,,,
,40.013938,128.152316,0,Site,,,
,40.169867,128.549983,0,Site,,,
,40.221647,128.630624,0,Site,,,
,42.436113,129.761313,0,Site,,,
,41.701538,128.346935,0,Site,,,
,41.896434,128.367769,0,Site,,,
,41.429956,128.219305,0,Site,,,
,41.421552,128.228843,0,Site,,,
,41.420394,128.230988,0,Site,,,
,41.379862,128.161445,0,Site,,,
,41.810959,128.325763,0,Site,,,
,41.731182,128.375694,0,Site,,,
,41.752004,128.34101,0,Site,,,
,41.728741,128.358782,0,Site,,,
,38.745045,128.199574,0,Site,,,
,38.92368,127.893024,0,Site,,,
,38.880444,127.923319,0,Site,,,
,40.803964,129.379428,0,Site,,,
,40.038105,128.21523,0,Site,,,
,39.988725,128.172893,0,Site,,,
,39.75025,127.567711,0,Site,,,
,39.505557,127.458712,0,Site,,,
,39.567471,127.510759,0,Site,,,
